161,162,162,162,162,162,162,162,162,162,162,158,153,153,153,153,153,174,162,162,162,162,162,162,162,162,162,162,162,162
103,-1,-1,-1,84,-1,-1,132,-1,132,-1,56,153,153,153,153,153,41,-1,-1,180,-1,-1,-1,133,-1,-1,-1,181,103
103,-1,-1,-1,100,-1,-1,148,-1,148,-1,56,153,153,153,153,153,57,-1,-1,196,-1,-1,-1,149,-1,-1,-1,197,103
103,-1,-1,-1,116,-1,-1,164,-1,164,-1,72,153,153,153,153,153,73,-1,-1,212,-1,-1,-1,-1,-1,-1,-1,213,103
103,231,-1,-1,86,-1,-1,-1,-1,-1,-1,88,153,153,153,153,153,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,103
103,-1,-1,-1,102,-1,-1,-1,-1,-1,-1,104,153,153,153,153,153,105,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,103
103,-1,-1,-1,118,-1,-1,-1,-1,-1,-1,168,169,169,169,169,169,170,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,103
103,-1,-1,231,84,-1,-1,231,-1,-1,-1,-1,180,132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,103
103,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,196,148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,103
103,-1,-1,-1,116,-1,-1,-1,-1,-1,-1,-1,212,164,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,182,183,103
103,-1,-1,-1,132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,103
103,231,-1,-1,148,-1,-1,-1,-1,161,162,163,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,-1,-1,70,71,-1,-1,-1,103
103,-1,-1,-1,164,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,176,177,178,178,178,178,178,178,179,-1,-1,-1,103
103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,103
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177
