139,120,121,120,121,104,105,168,169,169,169,169,169,169,170,56,57,168,169,169,169,169,169,169,169,169,169,170,87,87
155,-1,-1,-1,-1,120,121,-1,-1,-1,-1,181,-1,181,-1,72,73,-1,-1,181,-1,-1,-1,-1,180,-1,-1,-1,103,103
155,80,83,83,-1,-1,-1,-1,-1,-1,-1,197,-1,197,-1,88,89,-1,-1,197,-1,-1,-1,-1,196,-1,-1,-1,103,103
155,161,162,163,-1,-1,-1,-1,-1,-1,-1,196,-1,213,-1,104,105,-1,-1,213,-1,-1,-1,-1,196,-1,-1,-1,103,103
155,180,-1,134,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,120,121,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,103,103
155,196,-1,150,-1,-1,83,113,83,83,-1,196,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,103,103
155,212,-1,-1,-1,-1,176,177,178,179,-1,196,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,103,103
155,-1,-1,-1,-1,-1,-1,181,-1,135,-1,213,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,213,-1,-1,-1,103,103
155,-1,-1,-1,-1,-1,-1,197,-1,151,-1,-1,83,82,83,83,83,83,83,83,82,83,83,83,-1,-1,198,199,103,103
155,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,-1,176,177,178,178,178,178,178,178,178,177,178,179,-1,-1,-1,-1,103,103
155,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,-1,181,-1,135,132,-1,181,133,-1,181,-1,135,-1,-1,-1,-1,-1,103,103
155,32,33,34,-1,-1,-1,196,-1,-1,-1,-1,197,-1,151,148,-1,197,149,-1,197,-1,151,-1,-1,-1,-1,-1,103,103
155,-1,-1,-1,-1,-1,-1,212,-1,-1,-1,-1,212,-1,-1,164,-1,196,-1,-1,196,-1,-1,-1,-1,-1,-1,-1,103,103
155,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,103,103
